smiles_gdb,smiles_b3lyp,atom_coords,vibrationalfrequence,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
CN1C=CC=C1,Cn1cccc1,"C	2.1997e-06	1.4462618059	0.0098312216	-0.335446
N	-0.0395853465	-0.0001481182	0.0022628164	0.039731
C	-0.0102031441	-0.7914294915	-1.1197711939	-0.096411
C	0.0424480479	-2.1071237431	-0.7205292439	-0.16246
C	0.051416093	-2.1148079393	0.7011850782	-0.162537
C	0.0029673515	-0.8035395846	1.1152367693	-0.0964
H	1.027926131	1.828132226	0.0028554018	0.136776
H	-0.5211791052	1.8337374247	-0.8690329378	0.139105
H	-0.5054481987	1.8237838058	0.9020802045	0.139122
H	-0.0304306812	-0.3464381728	-2.1023011685	0.108555
H	0.0571095205	-2.9656370805	-1.3743309873	0.090693
H	0.0741869784	-2.9803348886	1.3454340259	0.090693
H	-0.0055890963	-0.3691945839	2.1026885337	0.108578",84.7872	189.0812	356.3627	619.1378	624.1803	674.909	679.7685	740.2186	794.6395	847.8113	885.4596	986.4404	1065.0089	1082.5292	1112.0581	1115.044	1149.8349	1295.9374	1325.3584	1405.4785	1421.6329	1453.8035	1489.2357	1513.4836	1545.1919	1561.1991	3027.4816	3096.3939	3128.7982	3237.7763	3247.9307	3259.7673	3268.7513,8.71953,3.56689,2.57362,2.0318,55.54,-0.2006,0.0463,0.2469,510.1975,0.110002,-249.387499,-249.381908,-249.380963,-249.416542,20.193
CN1C=CN=C1,Cn1ccnc1,"C	-0.0141782594	1.4575786713	0.0017515687	-0.338374
N	0.0021166586	0.0093967346	-0.0167835933	0.025073
C	0.0752783729	-0.801785185	-1.1288067384	-0.126765
C	0.0638290665	-2.0858022412	-0.650381699	-0.084335
N	-0.0151015133	-2.0902335498	0.7223979892	-0.271049
C	-0.0500067697	-0.8224965174	1.0637077921	0.006911
H	0.9022178253	1.8659744796	-0.4355594001	0.144811
H	-0.8732586838	1.8466737161	-0.5534367909	0.14483
H	-0.0867071451	1.7976701241	1.0365284397	0.146506
H	0.1272081465	-0.3915670357	-2.1241244884	0.121733
H	0.1072539861	-3.0046205724	-1.2153984845	0.10698
H	-0.1125142044	-0.4359262641	2.0708923349	0.123679",80.4967	209.8739	346.4493	627.0706	677.6651	679.4112	725.9358	814.4447	854.7846	916.3874	1045.498	1077.8278	1101.011	1145.6245	1151.1219	1269.4981	1307.8251	1384.64	1398.2485	1453.8257	1482.8748	1512.7314	1544.9474	1546.4279	3039.7502	3100.5085	3136.575	3241.8679	3246.0704	3274.5405,9.19623,3.61466,2.63799,3.9054,51.11,-0.2216,0.0324,0.2541,488.8221,0.098859,-265.44727,-265.441887,-265.440943,-265.476219,18.783
C1=CC=CC=C1,c1ccccc1,"C	-0.0263621144	1.3835086344	0.0103870267	-0.094019
C	1.1708019283	2.0965810056	0.0023045827	-0.093863
C	2.3868915311	1.4163752988	-0.0131380362	-0.093839
C	2.4057296503	0.0230978461	-0.0205116117	-0.09402
C	1.2085609122	-0.6899726756	-0.0124063764	-0.093863
C	-0.0075247651	-0.0097718365	0.0030452239	-0.093841
H	-0.9733414726	1.9132329519	0.0224498095	0.093897
H	1.1560436477	3.1816075197	0.0080224004	0.093909
H	3.3191394577	1.9717268815	-0.0194567412	0.093916
H	3.3527113702	-0.5066219591	-0.0325112361	0.093898
H	1.223326423	-1.7750001478	-0.0181456652	0.093909
H	-0.9397757183	-0.565118069	0.0093265237	0.093916",412.5667	413.0404	616.9983	617.2375	699.9485	722.1117	872.3705	872.6052	960.7668	961.1854	1009.2254	1014.6023	1016.5577	1062.0534	1062.5884	1173.8039	1198.1347	1198.3793	1339.2327	1362.2185	1511.6986	1512.226	1634.6709	1635.1643	3164.0651	3173.5699	3174.0247	3189.7281	3190.2356	3200.8167,5.71227,5.71175,2.85601,0.0,57.28,-0.2475,0.0029,0.2503,456.6788,0.100175,-232.164586,-232.160188,-232.159244,-232.192047,17.214
C1=CC=NC=C1,c1ccncc1,"C	-0.0294202895	1.3896640834	0.0104285645	-0.077649
C	1.1839009072	2.0699904425	0.0022445846	-0.112292
C	2.3604497801	1.3256760543	-0.0136579488	0.013418
N	2.393610287	-0.0099666862	-0.0215520597	-0.251932
C	1.2200579139	-0.648568116	-0.0135259495	0.013418
C	-0.0125339478	-0.0012748579	0.0023764114	-0.112291
H	-0.9689982083	1.9323926418	0.022833352	0.107632
H	1.2218066594	3.1536779075	0.0080144952	0.101543
H	3.3259353677	1.8261124856	-0.0203835107	0.108305
H	1.2689447457	-1.734942747	-0.0201755077	0.108305
H	-0.9323305154	-0.575546468	0.0082555288	0.101543",385.8701	421.2306	611.3913	666.2081	725.8852	774.3058	905.6194	966.5264	1002.6723	1009.463	1016.4433	1049.3231	1079.3939	1095.4226	1172.5345	1246.0132	1295.4301	1383.6185	1473.1283	1514.8886	1620.6653	1625.9862	3152.9452	3155.3397	3178.556	3194.9806	3203.3848,6.06065,5.83683,2.97332,2.1103,53.03,-0.2518,-0.0225,0.2293,432.2254,0.088683,-248.211932,-248.207665,-248.206721,-248.239325,16.093
C1=CN=CC=N1,c1cnccn1,"C	-0.0131276895	1.3029835049	0.009802331	-0.004974
C	1.184075611	2.0161220565	0.0017998571	-0.004974
N	2.3712902603	1.4071747369	-0.0130311494	-0.226909
C	2.3412924155	0.0731681362	-0.0197295035	-0.004974
C	1.1440902337	-0.6399699239	-0.0117335292	-0.004974
N	-0.0431257959	-0.0310220696	0.0031011054	-0.22691
H	-0.9696466206	1.8195305987	0.0218948816	0.118429
H	1.1854464402	3.1032564599	0.0074803413	0.118429
H	3.2978119777	-0.4433776558	-0.0318094949	0.118429
H	1.1427176776	-1.7271041139	-0.0174249395	0.118429",350.5314	436.7413	609.2307	718.6494	784.4552	813.9378	954.7968	995.8379	1004.4983	1032.1732	1043.3071	1090.8489	1168.5749	1234.1999	1257.5359	1377.6123	1443.4328	1516.3749	1581.6275	1617.0822	3153.6427	3154.0903	3169.5213	3176.1057,6.4337,5.94958,3.09109,0.0,49.2,-0.2493,-0.0511,0.1982,408.933,0.07674,-264.255612,-264.251446,-264.250502,-264.282954,15.146
C1=CN=CN=C1,c1cncnc1,"C	-0.0298372799	1.3893259533	0.0104000131	-0.12959
C	1.1949381548	2.0465998247	0.0019228846	0.024927
N	2.3582089196	1.3905738845	-0.0131446522	-0.239024
C	2.2723677814	0.0590437614	-0.0195851237	0.081711
N	1.1616238212	-0.6802639056	-0.0127033272	-0.239024
C	0.0123389107	-2.81834e-05	0.0023583282	0.024926
H	-0.9679593093	1.9314062752	0.0226300754	0.112382
H	1.2503769018	3.1330687153	0.0073287004	0.120718
H	3.2140534195	-0.4850894231	-0.0318815051	0.122255
H	-0.9012695497	-0.5906237222	0.0081220964	0.120718",353.4533	410.6325	631.804	693.206	744.233	834.8169	987.8539	1008.941	1010.1754	1030.3499	1082.5082	1095.1784	1165.1387	1227.2676	1259.4474	1395.5235	1439.3428	1496.0587	1609.8761	1612.4822	3153.5406	3156.2458	3164.7688	3207.0342,6.30165,6.09672,3.09875,2.2031,48.47,-0.2531,-0.0415,0.2116,408.2875,0.076933,-264.261826,-264.257646,-264.256702,-264.289179,15.138
C1=NC=NC=N1,c1ncncn1,"C	0.0110446887	1.3030501752	0.0096497371	0.095455
N	1.1195004151	2.0448531978	0.0027107157	-0.232058
C	2.2476867307	1.3335065257	-0.0123123633	0.095316
N	2.3358600721	0.0026568459	-0.020420715	-0.23207
C	1.1556667969	-0.6187299163	-0.0121192432	0.095501
N	-0.040955393	-0.0297172832	0.0029152474	-0.232183
H	-0.9383074071	1.8340991018	0.0219242032	0.136679
H	3.1822701244	1.8902337729	-0.0185330372	0.136683
H	1.1704112521	-1.7064618198	-0.0181772047	0.136679",352.0898	352.2871	691.8413	691.8917	763.0661	954.2325	1008.7763	1049.1409	1049.2029	1161.1082	1183.5857	1198.7274	1199.4568	1402.6413	1443.4526	1443.9593	1598.4141	1598.7413	3163.7277	3163.9167	3169.4389,6.4674,6.46702,3.2336,0.0001,43.74,-0.2768,-0.0554,0.2214,384.8085,0.065246,-280.31408,-280.30997,-280.309026,-280.341405,14.209
CC(C)(C)C#C,CC(C)(C)C#C,"C	-0.0157016381	1.5414639587	0.0053509438	-0.391913
C	0.0021734776	-0.0038358644	0.0019500421	0.084879
C	0.7537088612	-0.5185861205	1.250434189	-0.391873
C	-1.4467875041	-0.5417611854	0.0076021098	-0.391951
C	0.6888501202	-0.4771622836	-1.2056108683	0.363664
C	1.2514147732	-0.865500009	-2.1949648624	-0.525504
H	1.0012037305	1.9436153865	-0.002007883	0.121577
H	-0.5406714357	1.9282857238	-0.8725091275	0.121568
H	-0.525775161	1.9086397916	0.9023621112	0.110053
H	0.2499047528	-0.1739976275	2.1599349254	0.110046
H	0.7834503639	-1.6116340686	1.2658394854	0.121584
H	1.7833357376	-0.1503965512	1.2662417258	0.121539
H	-1.9971559453	-0.1917374353	-0.870203022	0.121567
H	-1.4581963864	-1.6352980547	0.0017917215	0.121587
H	-1.9719301621	-0.1961299535	0.9045269904	0.110037
H	1.7481732356	-1.2086583768	-3.0683575513	0.19314",177.0363	177.5717	212.0998	267.3478	272.2879	351.6212	354.1089	378.838	552.539	552.9517	625.1629	625.2084	695.0025	893.2551	931.0654	932.287	965.4626	1049.4947	1050.6725	1224.3488	1225.1546	1273.5321	1394.1804	1395.0116	1427.5254	1474.309	1484.8093	1485.1442	1498.3934	1498.4961	1517.2845	2230.214	3032.5057	3032.91	3039.4586	3104.7991	3105.2613	3111.5272	3115.4	3119.4236	3119.7245	3503.1546,4.51049,2.68409,2.68378,0.6082,62.05,-0.2585,0.0629,0.3214,624.7654,0.140054,-234.476516,-234.468849,-234.467905,-234.506959,28.513
CC(C)(C)C#N,CC(C)(C)C#N,"C	-0.0121991036	1.5431716228	-0.001244227	-0.395169
C	-0.0022354504	-0.0012182746	0.0094547788	0.093409
C	0.7595349857	-0.5229994733	1.2475926312	-0.39516
C	-1.4474108318	-0.5460417031	0.0008634562	-0.395164
C	0.6875638051	-0.4761479831	-1.2029397099	0.268423
N	1.2288478018	-0.8486627353	-2.1541181017	-0.342056
H	1.0047579123	1.9442407332	-0.0089821031	0.133616
H	-0.5385358221	1.9274017382	-0.8790008467	0.13357
H	-0.5214813682	1.9104123818	0.8952374276	0.121388
H	0.258362853	-0.1757758864	2.1564850489	0.121388
H	0.7848589084	-1.6157838432	1.2633951482	0.133569
H	1.7893287805	-0.156305452	1.2599364784	0.133616
H	-1.9958336759	-0.1947552836	-0.8771496984	0.133601
H	-1.4561742392	-1.6391990553	-0.0046847366	0.133595
H	-1.9720783756	-0.2006672461	0.897124744	0.121374",187.5059	187.5633	207.5063	264.8476	268.0738	353.2524	356.6497	374.4772	583.7494	583.95	689.2938	880.5675	938.1089	938.7407	970.5106	1051.7703	1053.1391	1226.8327	1227.9651	1269.5934	1400.0532	1400.3652	1433.3208	1474.2885	1484.8608	1485.8943	1498.8213	1499.2309	1518.5578	2351.7159	3040.3856	3040.4378	3046.09	3114.9822	3115.1444	3120.7192	3122.2727	3125.8655	3126.3098,4.48834,2.74542,2.74525,3.9525,56.9,-0.3156,0.0438,0.3594,602.0353,0.129886,-250.585843,-250.578524,-250.57758,-250.616127,26.404
CC(C)(N)C#N,CC(C)(N)C#N,"C	-0.0302820107	1.5378655296	0.0016375561	-0.384891
C	-0.0008413784	-0.0001622876	0.0124221714	0.098384
C	0.7435365011	-0.5252770462	1.2520297336	-0.384881
N	-1.3839489233	-0.4920065964	0.0568684808	-0.507595
C	0.7047179835	-0.4750268618	-1.2076008124	0.247615
N	1.2144649678	-0.8663154244	-2.1694214505	-0.341732
H	0.9826093459	1.9475186312	-0.0076900481	0.134065
H	-0.5567438524	1.9118210407	-0.8814389019	0.128535
H	-0.5548225434	1.8870846648	0.8944489902	0.134943
H	0.2214331285	-0.1824110955	2.1487187377	0.134934
H	0.7674756115	-1.6189943529	1.2585015376	0.128526
H	1.7740606173	-0.1626362934	1.2711171916	0.13406
H	-1.8904688458	-0.1825032691	-0.7683201915	0.23902
H	-1.3932100915	-1.5082403191	0.0350929053	0.239019",183.3206	190.2382	210.2026	261.8166	314.1649	353.5835	393.9851	399.03	588.6031	589.6546	696.6631	871.487	891.5681	946.589	1014.222	1025.8701	1078.2469	1216.6297	1244.1923	1336.7403	1396.9943	1417.0999	1479.5111	1481.7846	1492.6924	1503.1708	1663.0612	2338.8642	3045.4009	3049.0994	3120.289	3122.7182	3133.4947	3138.5744	3487.2087	3566.5151,4.64233,2.79473,2.74828,2.8519,53.67,-0.2675,0.0349,0.3024,580.9124,0.119019,-266.630629,-266.623452,-266.622508,-266.660779,25.93
CC(C)(O)C#C,CC(C)(O)C#C,"C	-0.0352685581	1.5431073488	0.0061829882	-0.404633
C	-0.0049065799	0.0028186027	0.0180101171	0.163097
C	0.7384786071	-0.5281792881	1.2585190992	-0.404804
O	-1.3414721011	-0.513785979	-0.0107294012	-0.45132
C	0.651455348	-0.4884844487	-1.2000986341	0.399433
C	1.2267217833	-0.8679078145	-2.183619348	-0.509951
H	0.9755240561	1.9583599927	-0.0312545714	0.126464
H	-0.5948550208	1.8978062685	-0.8618859086	0.135704
H	-0.5236459258	1.9121388128	0.9157497573	0.103381
H	0.2508116712	-0.161204307	2.1693122845	0.103387
H	0.7194418862	-1.620010389	1.2650599657	0.135709
H	1.7791461135	-0.1928915944	1.2696002365	0.126522
H	-1.7807669528	-0.1980224111	0.7870593719	0.27826
H	1.7218004632	-1.2107601737	-3.058408757	0.198754",179.6253	187.4253	235.0525	243.7156	274.9676	348.5678	399.0207	412.4092	561.5708	568.3667	626.9752	669.4176	711.3883	903.9908	918.3979	965.7979	1017.5621	1152.5292	1184.2594	1194.8439	1382.5594	1390.4368	1411.03	1476.1431	1479.4015	1492.9874	1506.8043	2243.0385	3030.1924	3035.5665	3103.4239	3110.0648	3134.9385	3137.0461	3502.8099	3799.556,4.76694,2.76751,2.71134,1.7721,54.93,-0.2589,0.0425,0.3014,587.1297,0.116168,-270.399081,-270.391629,-270.390685,-270.429359,27.393
CC(C)(O)C#N,CC(C)(O)C#N,"C	-0.0305343196	1.5461464705	0.0014138558	-0.408152
C	-0.0107016464	0.0075301469	0.0288814389	0.201268
C	0.745373417	-0.530866633	1.2564701488	-0.408132
O	-1.3349727745	-0.5176464445	-0.0215420163	-0.443081
C	0.6520776688	-0.4862166937	-1.1980904166	0.298069
N	1.21068643	-0.8482798084	-2.1415901567	-0.332212
H	0.9820352346	1.9560930166	-0.0403203196	0.139057
H	-0.592806834	1.8989903326	-0.8654093932	0.147817
H	-0.5135991938	1.9175490775	0.9118411593	0.11548
H	0.2631082619	-0.1618436034	2.1682932647	0.115484
H	0.7227786572	-1.6224162559	1.2624090161	0.147825
H	1.7861671906	-0.1964626496	1.2604997048	0.139055
H	-1.7923651318	-0.2104882857	0.769405794	0.287522",188.1134	195.8083	209.2593	229.1424	272.0844	350.3701	406.0369	406.682	585.4204	592.7748	704.5419	891.8306	924.0439	976.6151	1020.1723	1148.9927	1188.074	1204.8106	1380.0795	1394.8125	1415.5616	1476.2564	1478.4288	1493.1401	1507.66	2366.7274	3037.9753	3042.6083	3111.5441	3117.7072	3140.1477	3141.9166	3805.6348,4.7465,2.83377,2.77452,4.8465,49.98,-0.2931,0.0216,0.3148,564.648,0.105718,-286.506282,-286.499096,-286.498152,-286.5365,25.46
CC(C)(C)C=O,CC(C)(C)C=O,"C	-0.0249013523	1.5717842481	0.0242701786	-0.401435
C	-0.0023538054	0.0404680742	0.0129760867	0.168508
C	0.7586720771	-0.5155235229	1.2355890796	-0.413548
C	-1.4332433448	-0.5385906002	-0.0084294753	-0.413533
C	0.7092697218	-0.4752591541	-1.2315657783	0.158044
O	1.1934301482	0.2049251807	-2.0982070582	-0.252041
H	0.9897436959	1.9788314125	0.0141921093	0.124515
H	-0.5424214023	1.96268503	-0.8558708172	0.124543
H	-0.536734414	1.9409753161	0.9188050286	0.106622
H	0.2358169174	-0.2441199614	2.1583942025	0.122624
H	0.8290418877	-1.6083694943	1.201977486	0.117176
H	1.7743263271	-0.1109926687	1.2897452366	0.125734
H	-2.0068454199	-0.1505416532	-0.856085145	0.125747
H	-1.4230464057	-1.6320504901	-0.0765029351	0.117178
H	-1.9616490644	-0.2674936048	0.91129576	0.122623
H	0.7538692536	-1.5902054919	-1.2887604688	0.067242",81.7577	189.1913	239.0117	241.4291	272.9137	318.3317	344.8009	382.745	400.0636	595.8874	764.9684	884.4002	933.3275	950.4561	960.8695	964.6645	1056.6861	1074.1223	1229.7289	1237.154	1292.6499	1394.2219	1402.1618	1412.1406	1438.909	1477.7363	1482.1584	1484.333	1499.4364	1505.1467	1516.8647	1832.9744	2837.4229	3027.0411	3030.4542	3043.3777	3096.1305	3099.7335	3104.9278	3106.1653	3113.7637	3121.5711,4.42313,2.76203,2.72257,2.5692,56.92,-0.247,-0.0179,0.2291,611.1634,0.139975,-271.656372,-271.648691,-271.647747,-271.687368,27.295
CC(C)(O)C=O,CC(C)(O)C=O,"C	-0.208339281	1.5620154634	0.0164116384	-0.417693
C	-0.0498478262	0.0313967451	0.0154456713	0.268108
C	0.8696933976	-0.4432071857	1.1459160896	-0.416687
O	-1.3203811245	-0.6133115483	0.0604507652	-0.465025
C	0.5320183235	-0.3788790199	-1.3392662658	0.15807
O	1.6799898896	-0.2105876855	-1.6560592994	-0.259224
H	0.7608066329	2.04988887	-0.1174169287	0.139776
H	-0.8784697226	1.8808147088	-0.7872092135	0.128556
H	-0.6338933401	1.8937722874	0.9705305027	0.110788
H	0.5122768108	-0.0721180109	2.1128022906	0.105847
H	0.8934456256	-1.5357195593	1.1806634314	0.128435
H	1.8861496266	-0.0763553552	0.9841249665	0.14199
H	-1.7575958732	-0.3555626427	0.8782413182	0.282418
H	-0.2168605792	-0.835317057	-2.0230236165	0.094642",40.0162	213.4403	232.7615	244.1577	270.7919	282.6456	349.0412	424.9736	434.9827	593.9348	760.4505	906.1613	924.7598	958.303	992.1112	1038.8548	1135.3323	1203.2068	1224.7622	1360.8986	1386.9113	1390.3944	1414.2593	1478.613	1481.0535	1496.0111	1510.704	1838.6698	2901.3136	3029.9961	3037.1257	3102.0902	3109.6137	3126.0337	3133.819	3821.0251,4.6175,2.83829,2.80928,2.8176,49.7,-0.2523,-0.0258,0.2265,570.0556,0.115843,-307.582044,-307.57441,-307.573465,-307.613529,26.432
CC(C)(C)CO,CC(C)(C)CO,"C	-0.0080850179	1.543405236	0.0111898546	-0.397351
C	0.0190556525	0.0044059346	0.0053428022	0.267392
C	0.7596279211	-0.5106496068	1.2525518293	-0.397332
C	-1.4178449326	-0.5433445881	-0.0123492516	-0.411712
C	0.7354341368	-0.492537647	-1.2599818905	-0.071241
O	2.0686360224	-0.0004929599	-1.2688453659	-0.426535
H	1.0056791192	1.9493666518	-0.0230446085	0.129292
H	-0.5562305033	1.9307968637	-0.8553770295	0.101024
H	-0.5013847179	1.9198974369	0.9136434494	0.103271
H	0.2741006048	-0.1545981099	2.1674298665	0.10326
H	0.7656865768	-1.606345185	1.2823750263	0.101008
H	1.7971490374	-0.1682490751	1.2565817446	0.129299
H	-1.9690038065	-0.1945976415	-0.893133311	0.107094
H	-1.4290381145	-1.6392453464	-0.020212659	0.107093
H	-1.9675390354	-0.2125905207	0.8750683941	0.112345
H	0.724086076	-1.5948601356	-1.2736990213	0.078122
H	0.1833676349	-0.145696473	-2.149013508	0.078132
H	2.5029696161	-0.3202562139	-2.0641956316	0.28684",123.6712	204.1914	231.001	239.9637	251.5696	261.5809	333.3108	348.9291	401.5465	414.0615	522.8564	738.4293	903.6736	928.1769	942.4872	958.4925	963.8874	1031.6305	1087.0627	1089.3203	1196.9771	1223.9953	1267.7388	1300.0577	1312.1583	1396.2658	1399.1554	1419.3482	1462.1439	1477.2552	1486.734	1489.825	1497.0371	1505.1676	1519.7662	1523.3769	2956.1188	2986.925	3022.0488	3027.1894	3033.8013	3086.6542	3090.8489	3091.0162	3097.6137	3121.6641	3125.4292	3838.0725,4.38057,2.60111,2.59415,1.3469,59.72,-0.2638,0.0725,0.3363,650.4504,0.163869,-272.841336,-272.83319,-272.832246,-272.872437,29.797
CC(C)(O)CO,CC(C)(O)CO,"C	-0.0229371371	1.5507442153	0.0200417094	-0.411142
C	0.0332807549	0.0186038165	0.0202046907	0.353873
C	0.7485072128	-0.5134539483	1.2675962434	-0.411005
O	-1.2859715519	-0.5304047969	-0.0722391608	-0.471411
C	0.7157060889	-0.4960373752	-1.2533382211	-0.081402
O	2.0504215999	-0.0132491805	-1.2774644666	-0.422186
H	0.9824993116	1.9749727784	-0.0362850322	0.13431
H	-0.6014552312	1.9053144539	-0.8382240119	0.115129
H	-0.5021304435	1.920909825	0.9338741093	0.097164
H	0.2670450315	-0.1400183482	2.1789010566	0.097129
H	0.7119687856	-1.6068028955	1.283944404	0.115147
H	1.7946802174	-0.1980832857	1.2782083998	0.134312
H	-1.7757384841	-0.2425955729	0.7048607595	0.275473
H	0.6804666669	-1.5954658976	-1.2472401413	0.091738
H	0.1401205137	-0.1455734151	-2.122743293	0.09171
H	2.4724180746	-0.3363552932	-2.077888056	0.291161",113.7008	209.8167	223.7809	230.4913	238.4216	265.0644	337.9265	351.9763	433.7154	459.3358	521.7298	747.2621	907.9806	921.2191	960.6049	983.1775	1041.748	1079.4589	1147.6228	1184.3424	1196.2466	1268.7143	1294.8505	1375.8407	1389.5231	1404.4447	1456.5785	1478.0444	1484.458	1492.8961	1513.3087	1523.9849	2984.5465	3021.9097	3028.2881	3034.5258	3097.3663	3101.9102	3126.1856	3130.6554	3816.3167	3843.4229,4.50357,2.67369,2.67044,0.1987,52.67,-0.2619,0.0727,0.3346,609.3369,0.139933,-308.769557,-308.761514,-308.76057,-308.800675,28.879
CCC(C)(C)C,CCC(C)(C)C,"C	0.1247685424	1.5669892396	0.0090388275	-0.398951
C	-0.0267727597	0.0415590449	0.0026711786	-0.165651
C	-1.4715477239	-0.5195873415	0.0134002916	0.283692
C	-2.2475336769	-0.0593265313	-1.2344670663	-0.399349
C	-1.3818748124	-2.0574256223	0.0041270043	-0.399684
C	-2.2235617518	-0.0730946651	1.2807944384	-0.399352
H	1.1841404231	1.843010063	0.0003847402	0.111066
H	-0.3383611983	2.0291585679	-0.8681930522	0.116262
H	-0.3215611204	2.0201121364	0.8995943927	0.116255
H	0.487871148	-0.3604919486	-0.8803852952	0.087289
H	0.5044144191	-0.3694892394	0.8716780721	0.08729
H	-1.7244559725	-0.3461335779	-2.1538769728	0.105536
H	-3.2429497394	-0.5160899046	-1.2624513841	0.106495
H	-2.3850764919	1.0261504657	-1.251689889	0.110298
H	-0.840498088	-2.4281640492	0.8818377418	0.105832
H	-2.3790247839	-2.511434332	0.0110957465	0.104808
H	-0.857281364	-2.4184707083	-0.887703566	0.105833
H	-2.3608118241	1.0120920207	1.312430724	0.110293
H	-3.2182376917	-0.5303923551	1.322830612	0.1065
H	-1.6829980739	-0.3697318728	2.1868744859	0.105538",92.8381	209.9538	248.5565	255.7321	274.2678	286.9311	332.6458	352.2496	404.666	416.1077	481.2117	708.8578	785.435	873.5855	932.3978	935.2326	959.2994	999.5037	1012.1811	1028.5847	1096.7356	1106.5467	1238.3993	1247.1259	1274.2939	1334.7069	1372.4306	1398.5797	1399.3335	1412.4197	1432.6539	1478.8317	1479.8248	1486.6952	1488.5879	1502.8211	1509.156	1511.24	1514.6187	1520.077	3007.9966	3020.1508	3023.8169	3031.1206	3040.1238	3040.6176	3087.3263	3087.652	3090.4333	3094.6161	3098.1744	3099.2672	3105.9619	3111.8998,4.2679,2.47516,2.46634,0.0414,66.63,-0.3031,0.0748,0.378,704.4105,0.187572,-236.917458,-236.909222,-236.908277,-236.948672,30.906
CCC(C)(C)O,CCC(C)(C)O,"C	0.0249797386	1.5606213222	0.122650479	-0.393251
C	-0.0050472486	0.0383155657	-0.0404581766	-0.159679
C	0.6927753483	-0.4977384635	-1.3046824298	0.36085
C	0.6570643108	-2.033199754	-1.3049925316	-0.410668
C	0.0627844553	0.0502150258	-2.5939766183	-0.41467
O	2.0525217889	-0.0521137255	-1.2019741794	-0.460569
H	1.0508510413	1.9316167624	0.0609002685	0.135418
H	-0.5665419049	2.0682604083	-0.6457250913	0.110155
H	-0.3868320407	1.8499108631	1.0945089549	0.106243
H	0.4889363494	-0.424106085	0.8222588907	0.099062
H	-1.0408033369	-0.3220897676	-0.0386231448	0.088507
H	-0.3705828988	-2.4103643745	-1.3350858537	0.111346
H	1.1825515101	-2.4335834166	-2.180273068	0.098009
H	1.1451451279	-2.4239016028	-0.4075417867	0.119584
H	0.1571053257	1.1374260993	-2.6443131004	0.124358
H	0.5636383758	-0.3726983364	-3.4731710607	0.099575
H	-0.9983622281	-0.2113855322	-2.6626285521	0.112658
H	2.5196301561	-0.3497105588	-1.9895949099	0.273072",92.8542	212.7329	232.8726	254.7302	271.3801	281.8033	339.0648	367.0517	408.5363	454.0528	518.7381	726.8116	782.3509	887.0485	917.1508	951.3928	996.9696	1009.3966	1065.474	1074.1393	1163.3333	1216.1733	1223.371	1319.7797	1355.5176	1392.5871	1394.7988	1405.5206	1414.7531	1471.4085	1480.1656	1488.6153	1499.5355	1501.4243	1508.4748	1515.0052	3024.1122	3026.5332	3033.1921	3042.3673	3065.6399	3087.2922	3094.6588	3102.4529	3114.3506	3125.3789	3128.7125	3809.7651,4.5327,2.58644,2.52034,1.3435,59.74,-0.2601,0.0658,0.3259,660.7696,0.163685,-272.84753,-272.839427,-272.838483,-272.878675,29.948
COC(C)(C)C,COC(C)(C)C,"C	0.0870384786	1.3943766504	0.00872385	-0.240202
O	-0.03001724	-0.0089952702	0.0024001835	-0.270552
C	-1.3502802435	-0.5746761365	0.0119413268	0.37199
C	-2.1371215682	-0.1662388711	-1.2440129586	-0.412439
C	-1.0885288875	-2.0844494305	0.0012859355	-0.393839
C	-2.1129470216	-0.1799150122	1.2870354554	-0.412432
H	1.1582484723	1.6139429766	-0.0001429198	0.124254
H	-0.3655421424	1.865799749	-0.875375676	0.102383
H	-0.3488638948	1.8563895645	0.9060721101	0.102381
H	-1.5587149538	-0.3929100001	-2.1447157111	0.118696
H	-3.0821342651	-0.7156953224	-1.2948346974	0.113295
H	-2.3789422457	0.9005799173	-1.2479453043	0.11154
H	-0.5039284959	-2.3724086858	0.8795022855	0.117435
H	-2.0283144239	-2.6444263948	0.0072542334	0.106529
H	-0.5208664448	-2.362852675	-0.8910102939	0.117433
H	-2.3545322403	0.8867757012	1.3071220427	0.111539
H	-3.056879851	-0.7299763117	1.3499563615	0.113293
H	-1.5174675024	-0.4162530186	2.1740228967	0.118696",67.5566	178.8646	224.0909	251.9686	275.3026	282.568	334.8174	360.3339	407.3889	454.511	506.4206	726.4877	860.1046	906.8588	917.3349	953.2014	1034.8024	1041.8827	1124.2043	1181.3363	1207.4198	1231.2724	1251.5006	1285.3898	1390.8899	1393.4391	1419.6495	1468.2112	1475.849	1484.2998	1486.4973	1490.1182	1500.7115	1506.1987	1512.9376	1522.5515	2987.5421	3031.7223	3038.4688	3040.2016	3045.7434	3102.3323	3106.0269	3110.5796	3112.872	3114.6212	3119.3164	3121.2235,4.35981,2.71989,2.7163,1.0896,60.03,-0.2455,0.079,0.3245,644.1742,0.163225,-272.835594,-272.827416,-272.826471,-272.867062,29.597
